FIPS,Percent_High_school_completion,Percent_Children_in_poverty,Percent_Kids_in_Single_Parent_Houses,Reading _scores,Math_scores
40087,89.38,13.4,16.99,3.102749463,3.124485694
40089,82.83,24.9,32.63,3.079764999,3.021161931
40091,87.47,30.2,22.23,2.885508478,3.028516355
40093,90.18,16,16.56,3.056243065,3.091672043
40095,80.99,19.9,22.79,3.218997223,3.279909183
40097,87.53,25.1,25.72,2.996675488,3.122275066
40099,84.92,19.7,31.38,3.076835353,2.996832662
40101,86.21,26.1,36.14,3.054671949,2.958174597
40103,90.55,14.7,23.23,3.146764967,3.106506212
40105,89.95,23,23.42,3.120392425,3.229070918
40107,81.51,25.3,24.71,2.961582114,3.063846749
40109,88.02,19.9,29.54,2.737518742,2.682127445
40111,87.53,20.6,30.36,2.957070749,2.94425132
40113,89.47,17.4,25.64,2.96837432,3.010798488
40115,85.75,27.1,29.75,2.980140834,2.917447216
40117,89.57,21.1,26.88,2.973689468,2.985013609
40119,92.01,16.5,20.89,3.230063273,3.334841282
40121,86.79,22.4,24.86,3.043380389,3.084793294
40123,89.25,18.7,27.21,3.001914151,2.971474261
40125,88.57,22.1,22.83,2.880629499,2.888962917
40127,85.01,25.3,30.48,2.992250474,3.055163086
40129,90.98,17.5,17.21,3.6413561,3.642447145
40131,92.41,10.9,18.78,3.184290388,3.135083223
40133,84.37,28.3,30.21,2.634880817,2.637441428
40135,82.21,23.2,29.3,3.076513218,3.167029497
40137,87.75,22.7,22.13,2.968471027,2.978724989
40139,75.45,14.9,23.54,2.634854997,2.596088854
40141,78.39,29.9,27.77,2.88697078,2.841175469
40143,89.86,16.7,27.66,2.773467036,2.755071152
40145,90.68,15.6,20.7,3.032000218,3.064200602
40147,90.95,18.8,20.84,3.034577411,3.007070107
40149,89.32,22.1,22.46,2.957392774,3.150925362
40151,87.57,16.4,29.72,3.662145928,3.632680917
40153,88.43,15.7,29.05,3.076922577,3.060985128
41001,91.22,18.8,15.43,,
41003,96.17,11.3,17.34,3.149396834,2.995790282
41005,93.7,6.6,16.24,3.14796527,2.969262197
41007,92.36,13,15.67,2.889528411,2.759406509
41009,90.76,10.5,20.98,2.729098862,2.442602529
41011,89.96,21.1,19.88,2.745747706,2.547554394
41013,89.29,13.8,25.94,3.072403587,2.823219864
41015,92.06,21.2,20.73,2.885602505,2.638380133
41017,93.79,8.7,19.83,,
41019,90.53,18.5,22.45,2.827106142,2.587168871
41021,93.53,14.8,21.21,2.729681715,2.968570341
41023,89.15,19.6,12.58,2.817162471,2.484337528
41025,91.56,21.4,15.59,2.860361028,2.77210501
41027,82.49,10.9,12.79,2.893930101,2.879303048
41029,90.43,13.1,21.12,2.858986476,2.65005819
41031,88.3,17.3,27.87,2.796049442,2.710840101
41033,90.81,18.7,20.14,2.955329653,2.64206212
41035,87.68,20.6,26.37,2.748903991,2.684187861
41037,87.91,18.6,22.67,3.042470873,2.939681138
41039,92.48,15.2,24.87,,
41041,92.25,20.4,25.23,,
41043,89.85,14,23.69,2.771442251,2.561880876
41045,81.27,24.2,28.23,2.581125039,2.493007583
41047,85.23,16,22.07,2.579215147,2.457001471
41049,78.12,13.7,13.76,2.680013896,2.380027261
41051,91.97,11.8,23.22,,
41053,91.55,12.2,21.42,2.702158017,2.651161008
41055,89.43,17.7,27.38,3.473895158,3.210325313
41057,90.3,15.5,18.16,2.953484612,2.666111601
41059,83,13,24.35,2.819385428,2.821471944
41061,92.86,14.8,28.3,2.87897821,2.769819339
41063,94.26,16.4,26.64,3.108650276,2.979816458
41065,87.63,15.7,17.91,2.746478997,2.449886444
41067,92.61,7.2,16.3,3.197317333,3.095537555
41069,93.3,25.9,26.32,,
41071,89.64,10.1,16.1,3.006630247,2.968975934
42001,89.23,11.1,16.51,3.171505258,3.244437893
42003,94.83,13,25.82,3.36528781,3.383461354
42005,91.79,16.1,22.4,3.213339252,3.280629079
42007,93.76,12.2,26.17,3.245872678,3.182108686
42009,88.66,14.4,15.32,3.156253112,3.13523743
42011,87.21,14,27.27,2.892852632,2.823667135
42013,91.73,15.2,23.31,3.009255725,3.008462377
42015,89.78,13.4,23.5,3.026523544,2.920700035
42017,94.3,6.1,17.66,3.362799828,3.371863328
42019,95.44,7.8,14.51,3.447371896,3.436130323
42021,92.01,16.1,26.74,3.070437082,3.082173062
42023,91.28,22,34.29,3.799512264,3.543891275
42025,89.72,18.9,22.49,3.085181272,2.985570285
42027,94.49,9.4,13.68,3.419073092,3.458812108
42029,94.28,5.8,14.5,3.495537858,3.472371242
42031,90.56,15.2,16.99,3.26934179,3.351401155
42033,88.09,19.9,20.61,3.085462129,3.10990199
42035,89.78,18.2,17.23,2.896479822,2.957519432
42037,90.84,13.2,19.97,3.244281894,3.422018499
42039,89.85,18.3,20.95,2.878624839,2.896944563
42041,92.88,8.8,18.09,3.326602444,3.382406789
42043,91,15.5,31.42,2.895982004,2.890630492
42045,93.16,11.4,27.99,3.087735938,2.997344024
42047,93.01,10.7,22.81,3.347447027,3.410267433
42049,91.49,18,30.88,3.011813628,3.108741392
42051,88.81,23.5,27.06,2.938982448,2.873518475
42053,83.72,29.9,24.12,3.277884792,3.26373983
42055,88.76,12.2,20.12,3.184133313,3.159651618
42057,89.26,14.5,21.58,3.265699475,3.355662075
42059,87.6,16.6,25.4,2.994848919,3.183048114
42061,89.78,14.2,19.31,2.862475797,2.817145339
42063,90.77,17.7,15.01,3.171569763,3.283768467
42065,90.58,15.4,17.14,3.329887361,3.390841281
42067,83.09,14.6,9.84,2.900360491,3.077862172
42069,91.49,16.3,27.7,3.051626491,2.924888022
42071,85.64,9.8,16.39,3.233972825,3.130470251
42073,91.31,18.3,26.69,3.101779765,2.918992101
42075,87.65,12.9,24.83,3.114732812,3.040714524
42077,89.53,18.6,28.64,3.027220281,3.027473918
42079,90.16,23.7,32.49,2.916434504,2.763911451
42081,90.47,19.3,24.22,3.254341856,3.388127747
42083,91.78,20,24.32,2.962294069,2.859055755
42085,89.85,20.3,26.15,3.241544111,3.287203442
42087,84.78,21,16.58,2.73399618,2.819925028
42089,89.57,13.5,24.37,3.080107918,3.12245681
42091,94.35,5.7,17.1,3.422990196,3.448126688
42093,91.11,13,25.16,3.477081516,3.461270514
42095,91.26,10.4,20.98,3.160373282,3.130790642
42097,89.14,16.9,23.38,3.062428157,3.032530247
42099,88.14,12.1,13.46,3.154832165,3.12985589
42101,85.74,27,48.96,2.485959917,2.263992003
42103,92.42,13.6,15.65,,3.31504969
42105,88.88,19.7,19.49,3.127423268,2.996504077
42107,89.39,17.4,28.36,3.089817852,2.954995709
42109,86.7,13.8,12.37,3.299236203,3.356294056
42111,88.83,16,18.48,3.272286354,3.382011146
42113,89.9,16.6,21.75,3.274005812,3.427203117
42115,90.45,16.3,22.63,3.149595335,3.035039572
42117,91.41,16.4,19.07,2.956472192,2.914628241
42119,87.84,11.5,11.16,3.444693387,3.376696385
42121,91.02,22.8,23.39,3.086256589,3.002203324
42123,93.2,16.5,21.43,2.992752933,2.776931295
42125,93.51,10.8,19.69,3.466974656,3.486629993
42127,89.99,14.4,19,3.266170623,3.668896098
42129,94.83,11.2,18,3.427460051,3.512971505
42131,92.82,15,20.86,3.207735522,2.983849525
42133,90.32,9.1,23.01,3.144879524,3.129873536
44001,90.75,7.6,14.82,3.790258957,3.660086733
44003,92.44,9.8,17.39,3.208904147,3.008043661
44005,94.71,13.9,25.01,3.16051058,3.195811027
44007,86.27,17,30.77,2.905832692,2.822702596
44009,94.69,9.4,22.83,3.457137092,3.471959548
45001,82.9,20.6,33.01,3.002957733,3.270355055
45003,89.17,18.2,29.41,2.799812102,2.666606938
45005,77.08,45.1,65.95,1.873387912,2.32235373
45007,85.64,18.7,23.5,2.992984705,3.017684252
45009,79.43,34.2,43.17,2.746477228,2.732656469
45011,82.3,33.7,57.75,2.715041077,2.706431303
45013,93.45,14.8,27.67,2.843069413,2.964723633
45015,89.06,15.5,27.52,2.996368654,2.808597596
45017,86.4,22.3,33.64,2.654024535,2.516363304
45019,92.44,15,30.61,2.943275124,2.892807473
45021,81.47,20.9,30.84,2.588698217,2.582059215
45023,83.72,27.5,32.19,2.511280247,2.52738295
45025,77.78,24.7,33.37,2.603148011,2.645274242
45027,80.2,27,40.66,2.648985423,2.594742603
45029,87.57,29.1,38.67,2.285980728,2.240710548
45031,83.07,27.5,39.11,2.580901779,2.649485488
45033,78.63,31.8,41.99,2.618222235,2.549990214
45035,88.98,17.9,29.46,3.263242932,3.036141873
45037,82.83,21.6,38.07,2.597201072,2.49242426
45039,86.18,26,48.26,2.636218076,2.618076743
45041,85.88,20.8,37.95,2.767261318,2.697859825
45043,89.17,26.8,37.58,2.767081734,2.710883833
45045,89.1,15.8,24.03,3.113009743,3.089042683
45047,85.49,23.8,39.07,2.746893687,2.576973433
45049,81.28,29.7,32.66,2.622559136,2.800996763
45051,90.58,19.5,33.74,3.12712466,3.228381862
45053,86.53,31.9,31.04,2.160268342,2.172280724
45055,89.25,19.4,23.38,2.758891629,2.768347543
45057,87.28,14.2,26.56,2.774520514,2.925747606
45059,82.09,24,36.52,2.55773978,2.607759773
45061,81.84,31.6,49.76,2.311140316,2.241080088
45063,89.85,11.7,25,2.950522544,2.917439392
45065,83.69,32.3,59.17,2.082382365,2.194730764
45067,79.17,32.5,53.96,2.225822525,2.145025754
45069,77.63,33.9,45.73,2.173531511,2.236243485
45071,84.01,23.7,40.71,2.679732378,2.838352908
45073,85.74,18.5,29.31,2.850025027,2.799793539
45075,86.02,29.7,48.89,2.45846245,2.370262999
45077,86.2,14.5,21.56,3.014337853,3.035001567
45079,91.57,21.4,37.96,2.864912455,2.825999875
45081,79.3,25.2,29.21,2.318435383,2.535859047
45083,87.12,17.8,27.83,2.854922745,2.8751763
45085,87.01,27.6,35.69,2.503895048,2.596559068
45087,84.19,24.3,31.56,2.568574655,2.580011654
45089,83.28,34.5,44.02,2.427775883,2.123404894
45091,91.19,10.5,25.82,3.126306279,3.128960067
46003,88.55,15.2,11.28,,3.1642977
46005,84.71,14.3,11.3,2.909732603,2.723808788
46007,84.73,36.4,45.78,2.874951451,2.764449496
46009,87.83,15,19.52,3.226151688,3.310756839
46011,96.37,7.7,15.51,3.086988334,3.008243635
46013,93.73,9.5,15.65,3.368771575,3.227993021
46015,90.04,17.9,20.31,3.198071109,3.37322558
46017,77.92,43.8,45.51,,
46019,92.74,17.3,20.43,2.809703404,2.585293375
46021,89.25,15.2,5.63,,
46023,87.82,31,32.47,3.02901097,3.060638926
46025,92.49,16.8,11.69,3.039975632,3.232573831
46027,93.82,13.8,24.04,3.195729909,3.021214672
46029,91.51,10.5,20.05,3.309525435,3.213273067
46031,84.8,52.1,39.61,2.635661672,2.255580202
46033,93.65,16.5,25.35,2.918074349,2.955298147
46035,91.02,11.2,21.02,3.400754945,3.410718585
46037,90.43,16.9,24.54,3.361686012,3.517428675
46039,92.18,12.9,6.01,3.398202164,3.036243663
46041,83.18,33,36.19,3.649044879,3.28851602
46043,89.02,13.1,6.64,,
46045,93.5,13.9,10.39,3.405676429,3.295776274
46047,90.97,19.7,22.39,2.855807819,3.127468659
46049,92.52,27.9,4.69,4.042238274,3.530410516
46051,91.03,11.1,15.98,3.041955634,2.877174322
46053,91.07,17.9,15.42,3.176545785,3.095663771
46055,93.86,17.1,13.82,3.18882169,3.228875239
46057,92.17,9.2,10.43,3.280367699,3.082464141
46059,93.52,11.3,18.35,3.020425761,3.005878756
46061,92.29,14.6,26.41,3.78367001,3.713524685
46063,94.52,14.5,10.04,,
46065,95.62,10.2,17.61,3.185886401,3.067838948
46067,89,15.5,10.46,3.288606764,3.456422493
46069,92.99,16.3,9.18,,
46071,84.32,35.9,49.29,3.036290538,2.883916428
46073,90.67,18.7,8.2,2.919071484,2.912404396
46075,96.54,29.6,49.54,,
46077,92.06,11.1,10.57,3.023133548,2.964184615
46079,90.95,10.6,18.2,3.29139373,3.296064865
46081,94.01,11.9,16.14,3.180959802,3.163303912
46083,95.54,3.4,15.26,3.389182099,3.345154312
46085,89.82,32.2,39.44,2.941638267,3.003406325
46087,89.62,10.7,12.41,3.50643673,3.254081182
46089,84.31,24.1,5.38,3.112002359,3.05745059
46091,92.93,17.6,7.35,3.362545238,2.965771915
46093,95.12,11,12.74,3.105532672,3.038539056
46095,81.96,43.5,46.09,2.256329874,2.514389957
46097,90.99,14.6,20.93,3.365991092,3.222908805
46099,93.03,8.4,23.78,3.072546036,3.07467778
46101,92.28,10.6,19.33,3.078049059,3.028170088
46102,73.69,41.7,49.37,1.541687887,1.510131946
46103,93.57,13.8,27.71,2.996672714,2.971970461
46105,89.86,24.6,19.23,2.992763913,3.154908882
46107,94.06,12.9,10.85,3.407693472,3.431805007
46109,90.16,24.6,47.59,2.495944108,2.284283993
46111,92.69,16.8,19.1,3.60385526,3.34730086
46115,92.11,15,18.49,3.229062923,3.166409432
46117,95.13,11.4,14.89,2.586433772,2.765915343
46119,95.92,6.9,9.39,,
46121,79.75,49.1,58.82,1.82878398,1.757517454
46123,89.08,28.4,19.72,3.092947312,2.976486931
46125,92.76,9.2,13.76,3.231983081,3.24946749
46127,93.79,5.1,17.87,3.269596557,3.253468852
46129,89.03,20.9,17.24,3.171848065,3.119447894
46135,90.44,12.3,19.41,3.184677563,3.057790319
46137,87.62,52.8,46.79,2.306994538,2.279279887
47001,88.61,17.5,28.22,2.983796451,2.780943495
47003,83.49,20.2,24.84,2.768092534,2.593059011
47005,83.38,24.5,21.27,2.899259869,2.815049013
47007,78.42,25.8,20.24,3.005571103,2.817952105
47009,89.42,12.8,17.98,3.094131605,2.996677946
47011,87.07,17,24.86,3.067472709,2.908909
47013,79.19,25,26.29,2.733706484,2.477024319
47015,84.06,18.3,19.28,2.885116643,2.748594187
47017,87.18,22.9,20.68,3.055518096,2.896766959
47019,85.13,20.9,24.23,3.017391221,2.663319533
47021,86.57,12.5,22.02,2.969903755,3.095796964
47023,85.3,20.6,33.05,3.212231308,3.244948356
47025,80.36,22,23.87,2.870182711,2.656780439
47027,80.75,30.1,28.74,2.913213247,2.646803354
47029,81.76,30.3,32.25,3.035585725,2.881055279
47031,86.91,19.9,23.41,2.909528105,2.684341753
47033,83.81,20.4,31.82,3.098637193,3.281101174
47035,87.14,20.5,22.58,2.975900523,2.868934325
47037,89.7,17.3,32.77,2.691060276,2.591811641
47039,84.7,24.4,14.99,3.380145224,3.259686426
47041,79.52,22.5,19.93,2.894994128,2.638058627
47043,85.6,15.6,23.76,3.055746542,3.000076473
47045,85.75,22.4,33.08,3.026427394,3.02426247
47047,87.76,16.2,30.85,2.578850811,2.21492696
47049,80.72,24.4,27.53,2.96088417,2.772503616
47051,88.1,19.8,26.55,2.815379065,2.512478117
47053,86.07,18.6,36.62,2.932038469,3.047248558
47055,87.13,19.1,26.37,2.985895708,2.987783427
47057,80.11,20,18.65,2.835236419,2.770053336
47059,84.47,21,30.92,2.837878394,2.7996218
47061,78.21,26.2,25.21,2.876553508,2.466551427
47063,82.95,21.1,30.44,2.914462854,2.871596582
47065,90.29,18.6,27.45,2.849070455,2.823090651
47067,81.1,39,27.09,2.663943744,2.505563341
47069,80.76,28,39.15,2.773898045,2.481828035
47071,82.8,20.4,24.77,2.844426033,2.564202124
47073,86.75,23.5,28.94,2.961711659,2.969661662
47075,84.46,29,47.7,2.825718035,2.825508259
47077,85.03,18.9,23.78,3.064365921,3.124841805
47079,87.06,27.2,26.79,2.918599892,2.856093325
47081,81.51,20,22.91,3.078965043,3.104537505
47083,79.99,22.7,17.24,2.67263583,2.462623263
47085,84.21,21.5,13.02,3.038261802,3.155398898
47087,80.49,24.7,25.51,3.251703263,2.833579715
47089,86.22,18.5,24.9,2.750453034,2.65843688
47091,80.56,26.9,18.96,2.807264792,2.807934856
47093,91.9,13.1,24.1,3.038973414,2.869543952
47095,73.53,40,41.45,2.52106992,2.269091671
47097,78,26.2,35.94,2.783958235,2.753960499
47099,84.29,18.7,20.2,3.148460204,2.817490613
47101,83.25,20.7,31.3,3.025825213,2.995623449
47103,84.87,17.6,21.49,2.989309207,2.984859004
47105,86.98,16.7,15.32,3.086111633,3.151702436
47107,85.03,19.2,22.35,3.026986356,2.982086669
47109,84.43,18.3,24.24,3.069574373,2.84814771
47111,81.57,23,22.23,2.991421971,3.006684683
47113,88.48,32.3,38.49,,
47115,80.95,21.2,23.74,2.765342774,2.339407044
47117,87.28,15.6,24.18,2.949734276,2.799772499
47119,90.35,12.5,24.72,2.823590774,2.782940074
47121,84.01,22.3,16,2.999773129,3.022484438
47123,84.64,20.7,21.9,2.860820317,2.715774329
47125,93.29,15.4,26.12,3.248029004,3.280116299
47127,86.41,13.1,9.95,2.819759181,2.26255774
47129,81.45,22.4,27.83,2.7919793,2.393697863
47131,83.6,22.1,30.25,3.064934731,2.87786195
47133,80.39,22.9,30.8,2.8409764,2.814472118
47135,75.45,24.5,19.9,3.27831541,3.246641213
47137,79.27,23.9,22.55,2.76794685,2.475332811
47139,81.65,20.4,31.68,3.043950761,2.909362142
47141,88.18,22.9,26.43,3.092361201,3.109895738
47143,82.54,19.8,32.79,3.114985016,3.013070299
47145,89.82,19.1,19.06,2.910352167,2.850529086
47147,87.29,11.7,21.05,2.81264103,2.68295291
47149,92.37,9.7,23.3,3.125840948,3.247318798
47151,78.47,25.2,35.9,2.96590104,2.815783203
47153,83.24,25.3,33.62,3.080391062,3.121589359
47155,86.46,19.9,23.4,2.951020101,2.802005081
47157,89.06,27.1,43.83,2.837799658,2.863175365
47159,85.86,16.1,32.54,3.201503185,3.097377811
47161,87.33,21.1,28.65,2.996986844,2.898205418
47163,87.45,20.7,24.72,2.938345994,2.815989017
47165,90.31,12.4,20.56,3.301400453,3.379490781
47167,88.08,20.1,26.56,3.141415723,3.161741501
47169,85.01,16,37.63,3.068544236,2.957015473
47171,85.57,22,24.79,3.144531901,2.916644836
47173,78.33,27.6,18.44,2.782328595,2.615556593
47175,78.9,26.1,13.84,2.608423206,2.764858687
47177,81.94,22.8,25.92,2.769089638,2.713993284
47179,89.6,15.1,26.36,3.328821985,3.225964448
47181,81.02,24.2,27.57,2.820956518,2.905040829
47183,87.3,20.7,26.72,3.198818902,3.10010795
47185,81.14,19.4,22.51,2.885332052,2.900653297
47187,95.22,3.6,10.76,3.811372624,3.820888523
47189,92.03,9.2,20.39,3.309177766,3.268955362
48001,82.5,27.6,29.43,2.846894302,2.920580875
48003,76.71,12,20.74,2.904442759,2.888821917
48005,83.01,25.1,34.04,2.829196467,2.939210555
48007,87.11,30.8,37.1,2.66759357,2.873350931
48009,90.49,11.2,16.63,3.204623809,3.385623177
48011,91.11,12.4,19.3,2.758250475,3.074158987
48013,78.96,22,23.7,2.523246161,2.848857311
48015,87.58,18,21.48,2.821912517,2.753138566
48017,77.94,23.3,14.03,2.42058099,2.74813691
48019,89.73,21.3,31.2,2.734381848,2.804755327
48021,83.15,16.4,22.36,2.616056272,2.888480237
48023,87.42,21.8,18.34,2.981951949,3.326816949
48025,79.19,26.1,27.39,2.69615241,2.681220106
48027,90.94,21.4,29.86,2.803409064,3.013428929
48029,84.44,20.5,30.4,2.765826863,2.926720764
48031,91.61,14.6,20.68,3.077949768,3.245613314
48033,93.32,8.5,7.51,,
48035,88.33,19.2,19.68,2.67851146,2.983699191
48037,89.49,23.4,37.94,2.90383413,3.154651001
48039,88.84,10,18.77,3.051706528,3.259840388
48041,88.28,19.5,29.97,2.931004599,3.20274185
48043,84.93,16.6,12.75,2.583414067,2.537218946
48045,85.45,22.8,15.56,3.116446819,3.460464045
48047,67.06,45,41.46,2.399333838,2.636087153
48049,87.03,22.3,24.02,2.90572578,2.910314485
48051,84.13,19.9,13.44,2.646433814,2.600989935
48053,88.41,16.4,17.36,2.821806088,2.794966556
48055,79.72,18.6,23.93,2.410065485,2.616519675
48057,80.91,21.4,24.38,3.027831472,3.440362289
48059,88.6,19,20.87,3.044928072,2.897422265
48061,68.56,34.6,33.93,2.873125152,3.218343093
48063,87.72,24.8,29.87,2.813084754,3.048853442
48065,94.17,10.7,19.24,3.183004167,3.376357734
48067,86.91,25.6,28.1,2.9849514,3.09419513
48069,75.42,20.4,21.6,2.568013872,2.981752091
48071,89.75,11,15.08,3.3407545,3.579497765
48073,80.87,24.4,25.64,2.974368345,3.238739541
48075,84.2,24.1,36.65,3.325802153,3.586823837
48077,90.94,14.6,23.81,3.010371156,3.193422296
48079,70.16,29.4,19.3,2.189483589,2.582642621
48081,83.18,18,28.44,2.68726653,2.900844986
48083,86.48,28.1,12.19,2.827656054,2.652336691
48085,93.9,6.7,15.71,3.293536482,3.554186689
48087,75.28,25.5,25.57,3.316762829,3.122056699
48089,84.32,18.4,20.36,2.799533351,3.128452477
48091,93.67,9.4,15.28,3.162212769,3.26654895
48093,85.72,24,22.21,2.813726518,3.12459539
48095,69.19,20.9,31.57,2.460442301,2.570735074
48097,87.39,16.1,23.13,2.923912521,3.091302019
48099,88.81,16.8,22.77,2.819762852,3.030951639
48101,81.05,31.7,34.78,,
48103,76.86,12.9,11.4,2.497642647,3.040482747
48105,78.63,17.7,26.01,2.713973693,2.907134832
48107,76.19,30.3,35.22,2.586165867,2.856340708
48109,65.4,29.4,53.3,2.079903469,2.277290825
48111,68.11,16,7.59,2.525192663,2.520035366
48113,80.35,20.1,30.9,2.781715756,3.001123338
48115,71.57,24.4,38.31,2.744044039,2.981161076
48117,72.72,22.6,21.09,2.896510711,3.072599616
48119,87.41,21.5,15.9,2.593208024,2.844132432
48121,92.77,7.6,17.45,3.114005669,3.236677214
48123,82.82,27.6,14.49,2.686838389,3.030235913
48125,80.16,27.7,23.18,2.454073713,2.92752969
48127,67.76,34.4,49.36,2.686150015,2.770180515
48129,89.48,24.8,32.23,3.251351129,3.30884006
48131,70.45,32.1,35.63,2.84140915,2.661656563
48133,85.2,23.2,15.99,2.891189487,2.617549935
48135,76.55,17.9,26.88,2.63116335,2.792154588
48137,76.86,31.8,35.51,,
48139,86.61,11.1,18.35,2.918760098,3.120311986
48141,78.95,22.7,30.21,2.968075845,3.198814279
48143,87.2,15.5,19.05,3.153473981,3.281078525
48145,77.45,25.2,24.61,2.644115672,2.976676724
48147,85.56,17.5,16.53,2.969284995,3.059448407
48149,89.12,14.4,14.56,2.979756148,3.182404331
48151,88.95,17.6,22.93,2.782610575,2.960012927
48153,75.15,29.5,23.81,2.438495607,2.544549305
48155,81.24,29.9,17.67,,
48157,90.75,9.4,16.96,3.251048785,3.504706593
48159,90.56,20.4,9.5,2.728552575,2.756751379
48161,81.76,16.7,22.06,2.728799779,3.022583252
48163,64.91,28.8,41.14,2.40104,2.680235919
48165,61.78,19.8,16.62,2.829698997,3.094746769
48167,89.58,14.1,25.08,2.9640963,3.153489115
48169,64.98,23.4,7.93,2.701028006,3.412384141
48171,89.69,15.2,25.62,3.07608699,3.337581894
48173,69.3,9.9,27.6,3.321187232,3.658464871
48175,82.26,20.8,11.96,2.659552033,2.798940639
48177,76.16,22.3,26.24,2.489458818,2.774476644
48179,79.73,18,17.97,2.742470028,2.903964356
48181,89.64,20.8,24.11,2.950754365,3.103405138
48183,84.6,26.3,29.26,2.828349559,3.066609985
48185,81.24,20.6,29.34,2.696831151,2.991446943
48187,88.81,10.7,22.24,2.955177902,3.070649132
48189,74.93,24.6,31.62,2.673624653,2.969243367
48191,81.07,36.7,31.42,2.808470133,3.068614314
48193,87.1,20.9,21.81,3.125584216,3.050403594
48195,71.48,15.4,16.99,3.06765667,3.561716126
48197,81.45,23.6,25.06,2.598602062,2.880279201
48199,88.73,12.9,24.11,3.080842519,3.241650823
48201,81.84,23.3,27.83,2.81705708,3.039112877
48203,86.4,21.9,33.8,2.917777869,3.07174726
48205,84.15,9.1,15.58,2.459882297,2.749436361
48207,74.13,25.6,30.02,2.752470296,2.539744902
48209,90.37,9.9,16.95,2.904059864,2.93337077
48211,82.26,14.5,12.44,3.236447312,3.128495279
48213,84.91,22.6,21.6,3.02906933,3.316006836
48215,66.93,32.5,31.07,2.885940788,3.182982119
48217,84.48,20.4,22.52,2.739903357,2.847638714
48219,75.59,19.5,19.06,2.825086484,3.000270634
48221,90.97,14.8,14.37,3.04907423,3.255324189
48223,84.86,18.9,21,2.70566649,2.662009291
48225,81.2,27.7,35.41,2.59131343,2.677386069
48227,80.12,17.8,31.57,2.511280743,2.840503402
48229,56.51,33.1,31.39,2.182843055,2.729310309
48231,85.56,17.6,23.61,2.706695473,2.806801695
48233,86.16,15.4,22.93,2.816816374,2.816692295
48235,94.1,7.4,23.93,,
48237,81.14,18.4,28.59,2.762567827,3.022887348
48239,81.43,17.5,21.51,2.848478706,2.96361287
48241,85,24.9,32.18,2.821071341,2.860675988
48243,80.73,59.7,,,
48245,83.94,25.9,34.86,2.70450545,2.765821891
48247,74.54,30.5,38.74,2.350100287,2.692147364
48249,78.17,32.9,39.04,2.8229208,3.008247734
48251,85.76,11.7,21.49,2.896867425,3.093141795
48253,78.98,21.2,22.06,2.778962805,2.700713163
48255,75.73,22.9,27.8,2.708845161,2.930385524
48257,85.82,12.7,23.29,2.864916654,3.065647114
48259,94.05,8.6,11.37,3.057533717,3.410599615
48261,21.85,13.8,,,
48263,93.51,12.3,8.72,,
48265,89.32,16.5,23.52,3.047996366,3.358274113
48267,83.73,32.7,13.49,3.152794637,3.219568594
48269,78.38,21.3,28.85,,
48271,80.99,22.7,53.25,2.741349358,3.097794555
48273,79.06,30,35.85,2.675696205,3.153175252
48275,80.67,24.6,20.47,2.633394378,2.825072241
48277,86.07,26.9,32.08,2.750433851,3.037641211
48279,75.81,24.5,25.2,2.776026402,3.020924473
48281,89.85,18,24.57,2.892413236,3.069741694
48283,64.67,28.3,28.1,2.585483732,2.812645732
48285,86.19,14.5,15.8,2.990388856,3.287653876
48287,83,15,28.07,2.62869842,2.782579175
48289,81.91,17.9,32.3,2.946037656,3.144884234
48291,78.24,20,20.08,2.613891465,2.881801568
48293,83.19,19.7,28.84,2.812343258,2.818879013
48295,82.57,14.8,24.55,2.898366538,3.208309644
48297,77.63,23.8,22.78,3.209421715,3.487726596
48299,86.48,20.3,21.05,2.872822955,2.916010966
48301,96.59,11.3,,,
48303,87.17,18.4,28.84,2.87585481,3.102609076
48305,78.74,19.6,25.68,2.98198337,3.134004784
48307,80.36,27.1,31.09,2.845798167,2.922581451
48309,85.42,20.7,31.18,2.827305431,2.993791182
48311,88.91,12,39.53,,
48313,81.19,21.6,15.72,2.723203442,2.872321465
48315,86.11,31.1,25.7,2.762383008,2.555886804
48317,78.9,17,12.06,2.540447914,2.882762585
48319,85.46,20.1,10.73,3.265273343,3.610647061
48321,82.08,24,31.98,2.733397518,2.971253208
48323,61.47,27.9,31.34,2.763479975,3.007670968
48325,84.37,17.2,21.66,2.880762697,2.927393857
48327,83.47,34.5,6.35,2.823397358,2.971852465
48329,84.12,13.1,22.01,2.722631724,2.907259753
48331,83.57,24,37.51,2.664180419,2.710442789
48333,82.83,22.8,18.93,,3.280853138
48335,84.78,21.9,28.76,2.428745876,2.761538363
48337,86.68,18.2,27.55,2.919278744,3.036634726
48339,89.19,10.9,16.25,3.029138939,3.274041089
48341,65.37,14.8,21.32,2.81410393,3.028628723
48343,91.05,25.1,27.83,2.510516681,2.65264573
48345,88.73,27.5,33.45,,
48347,83.7,23.5,29.39,2.842595747,2.966677624
48349,79.99,21.9,26.97,2.661927044,2.933704107
48351,81.3,27.9,29.2,2.581350475,2.681688325
48353,82.62,24.4,28.24,3.016388179,3.381898433
48355,83.81,25.9,33.56,2.905334987,3.125923787
48357,74.3,14.2,20.39,2.81398929,2.873689356
48359,91.65,28.8,3.53,2.983431801,3.420899384
48361,88.39,21.1,25.59,2.763987689,2.853136842
48363,87.7,20.9,21.03,2.549128693,2.677663456
